user_id,created_at,updated_on,hp_user_id,username,user_profile_url,user_blocked,post_id,hp_post_id,post_datetime,post_url,post_summary,post_tags,post_full,me_too
160,2022-11-05 23:08:02,2022-11-21 16:30:51,4224530,DannyBoy77,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/4224530,0,160,8116018,2021-07-19 08:42:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/How-to-repair-broken-hinges-actual-HINGES-are-broken-Envy-13/m-p/8116018?search-action-id=582346417008&search-result-uid=8116018,"I have had this Envy for just 15 months and both hinges have snapped (to HP's credit, the hinges have not come away from the plastic on the screen cover or the base, the actual metal hinge has s...","[""Envy 13 aq1025tu"", ""Microsoft Windows 10 (64-bit)""]","I have had this Envy for just 15 months and both hinges have snapped (to HP's credit, the hinges have not come away from the plastic on the screen cover or the base, the actual metal hinge has s...","[{""username"": ""Thirdman01"", ""hp_user_id"": ""4250011"", ""post_datetime"": ""2021-09-09""}, {""username"": ""LN18"", ""hp_user_id"": ""4720761"", ""post_datetime"": ""2022-01-24""}]"
34,2022-11-05 23:07:48,2022-11-21 16:31:02,5633979,dannyboyo,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/5633979,0,34,8510417,2022-10-14 12:08:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/One-broken-hinge-and-rear-casing-of-display/m-p/8510417?search-action-id=582346341609&search-result-uid=8510417,"Left hinge seized up and ripped the screws out of the monitor rear case.  I took it apart to see how bad it was, and I guess parts for this model are unavailable to me.  What would be the cost to h...","[""HP ENVY x360 Laptop - 15-ee0003ca"", ""Microsoft Windows 11""]","Left hinge seized up and ripped the screws out of the monitor rear case.  I took it apart to see how bad it was, and I guess parts for this model are unavailable to me.  What would be the cost to h...",
1971,2022-11-05 23:11:55,2022-11-21 16:33:00,4008278,Dannywarr19,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/4008278,0,1971,7941782,2021-01-19 09:38:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Screen-hinge-broke-just-after-a-year/m-p/7941782?search-action-id=582347205371&search-result-uid=7941782,"Hello,  my screen hinge just broke off the plastic that holds the screen. its been a little over a year but this build quality is awful. it shouldn't have broken off like that. My Dell inspiron w...","[""hp pavillion gaming 15 cx"", ""Microsoft Windows 10 (64-bit)"", ""Pavillion Gaming 15 cx""]","Hello,  my screen hinge just broke off the plastic that holds the screen. its been a little over a year but this build quality is awful. it shouldn't have broken off like that. My Dell inspiron w...","[{""username"": ""PoorplasticQA"", ""hp_user_id"": ""4058843"", ""post_datetime"": ""2021-02-24""}]"
1868,2022-11-05 23:11:42,2022-11-21 16:32:55,4796211,DarekBirton,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/4796211,0,1868,8304691,2022-02-14 18:35:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Hinge-broke-and-screen-cracked-on-my-HP-ENVY-X360-M/m-p/8304691?search-action-id=582347133138&search-result-uid=8304691,...amage on my computer due to a hinge breaking my screen.  Just think it could have came off and broken my foot or a little child handling this computer.  I also found out too that the batter i...,"[""HP ENVY x360 - 15m-bp011dx"", ""Microsoft Windows 10 (64-bit)""]",...amage on my computer due to a hinge breaking my screen.  Just think it could have came off and broken my foot or a little child handling this computer.  I also found out too that the batter i...,"[{""username"": ""Abhishek991"", ""hp_user_id"": ""5522493"", ""post_datetime"": ""2022-09-14""}]"
1410,2022-11-05 23:10:43,2022-11-21 16:32:13,3348090,Daren1969,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/3348090,0,1410,7061484,2019-03-20 11:24:00,https://h30434.www3.hp.com/t5/Notebook-Video-Display-and-Touch/Hp-17inch-laptop-hinge-broken/m-p/7061484?search-action-id=582346923221&search-result-uid=7061484,Hi ive got an hp 17inch laptop and the left hinge has come away from the screen the laptop is 15 months old so out of warranty . Could anyone one tell me if this is a common issue and would hp s...,"[""Hp 17-ak007pa"", ""Microsoft Windows 10 (64-bit)""]",Hi ive got an hp 17inch laptop and the left hinge has come away from the screen the laptop is 15 months old so out of warranty . Could anyone one tell me if this is a common issue and would hp s...,
1295,2022-11-07 02:29:55,2022-11-07 10:57:17,3909472,DarinP91,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/3909472,0,8554,7854572,2020-11-14 03:23:00,,,null,"

HP Pavilion x360 - 14-cd0050tuMy wife uses this laptop daily on a desk and had never used the screen rotation feature until yesterday when she opened the display to tablet mode. When fully opened to tablet mode there was an immediate small cracking noise from the display, just above the right hand facing hinge. When the screen was returned to normal laptop position, the display screen protruded and cracked just above the right hand facing hinge. Two screws and pieces of plastic fell out as well. Looking at the screws it was clear the bushels the screws screw into, had broken the plastic on the display back cover. The screws were still screwed firmly into the bushels but the plastic around the bushels had given way (see photo of the 2 screws). This is a common design fault of not just this model but several HP models in the past. I am a retired HPE and spent several years repairing HP laptops under warranty and HP authorization. This damage has been caused by a component failure and not user induced damage. The laptop is outside the one year standard warranty but considering that such a major component has failed within 2 years of purchase, through no fault of the eu and there are dozens of similar posts on this forum, HP should cover this repair. Examples follow.https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/HP-Envy-X360-Hinge-broken/td-p...https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Hinge-and-Screen-falling-Apart...https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Broken-Hinge-envy-laptop/td-p/...https://h30434.www3.hp.com/t5/Notebook-Video-Display-and-Touch/ENVY-X360-Screen-cracks-for-no-reason...My wife really loves this laptop and would like it repaired at HP expense please.Considering parts for the display are not available individually and a full display would be required to fix the issue, this should not become an issue for the eu. The full display unit would be highly expensive and is not available from HP Parts store either.

",
1295,2022-11-05 23:10:25,2022-12-15 22:40:01,3909472,DarinP91,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/3909472,0,1295,7840004,2020-11-02 06:54:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/HP-Pavilion-X360-Display-hinge-has-broken-internally-from/m-p/7840004?search-action-id=582346882146&search-result-uid=7840004,"...rotruded and cracked just above the right hand facing hinge. Two screws and pieces of plastic fell out as well. Looking at the screws it was clear the bushels the screws screw into, had broken the plastic o...","[""HP Pavilion x360 - 14-cd0050tu"", ""Microsoft Windows 10 (64-bit)""]","...rotruded and cracked just above the right hand facing hinge. Two screws and pieces of plastic fell out as well. Looking at the screws it was clear the bushels the screws screw into, had broken the plastic o...","[{""username"": ""dollenz1876"", ""hp_user_id"": ""613929"", ""post_datetime"": ""2021-12-31""}, {""username"": ""SParikh"", ""hp_user_id"": ""4094349"", ""post_datetime"": ""2021-03-22""}, {""username"": ""MangeshN"", ""hp_user_id"": ""4146353"", ""post_datetime"": ""2021-05-05""}, {""username"": ""iamlizard"", ""hp_user_id"": ""4184144"", ""post_datetime"": ""2021-06-10""}, {""username"": ""Sushmitha14"", ""hp_user_id"": ""4509634"", ""post_datetime"": ""2021-11-20""}, {""username"": ""GlencoeRd1"", ""hp_user_id"": ""5625304"", ""post_datetime"": ""2022-10-12""}, {""username"": ""USER20222320101"", ""hp_user_id"": ""5663578"", ""post_datetime"": ""2022-10-23""}, {""username"": ""Robert-OS"", ""hp_user_id"": ""5877245"", ""post_datetime"": ""2022-12-15""}]"
954,2022-11-05 23:09:44,2022-11-21 16:31:35,3437928,Darlene10,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/3437928,0,954,7187966,2019-07-29 16:31:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Broken-Hinge/m-p/7187966?search-action-id=582346740194&search-result-uid=7187966,I noticed the broken hinge has been a common problem on the HP Envy.  Please advise how I can get it repaired.,"[""HP Envy x360"", ""Microsoft Windows 10 (64-bit)""]",I noticed the broken hinge has been a common problem on the HP Envy.  Please advise how I can get it repaired.,
92655,2023-02-09 17:30:23,2023-02-09 17:30:23,6076257,DarranG,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/6076257,0,93278,8608766,2023-02-03 10:58:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/broken-hinge-on-Pavilion-360/m-p/8608766?search-action-id=599981549305&search-result-uid=8608766,"The left hand hinge on my Pavilion x360 has broken.  The device is out of warranty but i'd like to know what parts I need to order, and would appreciate some instructions on replacing the parts m...","[""HP Pavilion x360 - 14-ba007na""]","The left hand hinge on my Pavilion x360 has broken.  The device is out of warranty but i'd like to know what parts I need to order, and would appreciate some instructions on replacing the parts m...",
1248,2022-11-05 23:10:19,2022-11-21 16:31:58,3503601,Darryl_,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/3503601,0,1248,7272987,2019-10-16 13:28:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/HP-Envy-x360-Broken-Hinge/m-p/7272987?search-action-id=582346874345&search-result-uid=7272987,This sums up the problem I'm having exactly:  https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/HP-Envy-x360-Broken-Hinge/td-p/6806539     After plenty of other f...,"[""envy x360"", ""Microsoft Windows 10 (64-bit)""]",This sums up the problem I'm having exactly:  https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/HP-Envy-x360-Broken-Hinge/td-p/6806539     After plenty of other f...,
94821,2023-02-17 19:01:43,2023-02-17 19:01:43,6118962,DAV111,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/6118962,0,95444,8617964,2023-02-14 05:45:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/HP-Envy-x360-Right-Hinge-Broken/m-p/8617964?search-action-id=601623883775&search-result-uid=8617964,I bought an HP Envy x360 Convertible 15 back in 2021. I went to close it and the right hinge popped. I'm sure it's out of warranty but is it possible to get this fixed? This laptop hasn't not been d...,null,I bought an HP Envy x360 Convertible 15 back in 2021. I went to close it and the right hinge popped. I'm sure it's out of warranty but is it possible to get this fixed? This laptop hasn't not been d...,
1390,2022-11-05 23:10:37,2022-11-21 16:32:10,3126180,Dave-m,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/3126180,0,1390,6628727,2018-03-21 15:46:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/HP-Envy-Touchsmart-17-is-there-a-recall-for-loose-hinges-and/m-p/6628727?search-action-id=582346914510&search-result-uid=6628727,...ssue I see thousands of customers having identical issues. I am thinking this is a material defect issue if there are this many loose or broken hinges/backplates.  My friend is a trusting individual w...,"[""HP Envy Touchsmart 17 m7-j120dx""]",...ssue I see thousands of customers having identical issues. I am thinking this is a material defect issue if there are this many loose or broken hinges/backplates.  My friend is a trusting individual w...,"[{""username"": ""beva22"", ""hp_user_id"": ""2760367"", ""post_datetime"": ""2020-01-11""}, {""username"": ""rhg24a"", ""hp_user_id"": ""2961522"", ""post_datetime"": ""2019-06-12""}, {""username"": ""Kimberlymedlin"", ""hp_user_id"": ""3218854"", ""post_datetime"": ""2018-10-12""}, {""username"": ""Cathy_101"", ""hp_user_id"": ""3349482"", ""post_datetime"": ""2019-03-22""}, {""username"": ""kimrauschdesign"", ""hp_user_id"": ""3411802"", ""post_datetime"": ""2019-06-21""}, {""username"": ""trooper7545"", ""hp_user_id"": ""3462581"", ""post_datetime"": ""2019-08-30""}, {""username"": ""Jp127"", ""hp_user_id"": ""3511566"", ""post_datetime"": ""2019-10-25""}, {""username"": ""liz_410"", ""hp_user_id"": ""3681912"", ""post_datetime"": ""2020-04-21""}, {""username"": ""KellyZar"", ""hp_user_id"": ""3690848"", ""post_datetime"": ""2020-04-23""}, {""username"": ""mico58"", ""hp_user_id"": ""3820183"", ""post_datetime"": ""2020-08-18""}, {""username"": ""Vj-k99_"", ""hp_user_id"": ""3868683"", ""post_datetime"": ""2020-09-29""}, {""username"": ""bethebooo"", ""hp_user_id"": ""3924398"", ""post_datetime"": ""2020-11-11""}, {""username"": ""PzazzMe"", ""hp_user_id"": ""3951284"", ""post_datetime"": ""2020-12-02""}, {""username"": ""Viviana620"", ""hp_user_id"": ""4037274"", ""post_datetime"": ""2021-02-09""}, {""username"": ""Meka7"", ""hp_user_id"": ""4051615"", ""post_datetime"": ""2021-02-19""}, {""username"": ""willarroyo22"", ""hp_user_id"": ""4233460"", ""post_datetime"": ""2021-07-26""}, {""username"": ""Demo14"", ""hp_user_id"": ""4294027"", ""post_datetime"": ""2021-08-16""}, {""username"": ""Omar133"", ""hp_user_id"": ""4904262"", ""post_datetime"": ""2022-03-15""}, {""username"": ""Envy17_2022"", ""hp_user_id"": ""5671215"", ""post_datetime"": ""2022-10-24""}]"
73510,2022-12-19 18:53:26,2022-12-19 18:53:26,5888856,Daveh58,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/5888856,0,74133,8569215,2022-12-19 07:00:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/HP-Envy-x360-Right-Hinge-Broken/m-p/8569215?search-action-id=590487508670&search-result-uid=8569215,...opic URL: Solved: HP Envy x360 Right Hinge Broken - HP Support Community - 8360940      Hi   I have the same issue with the left hinge,null,...opic URL: Solved: HP Envy x360 Right Hinge Broken - HP Support Community - 8360940      Hi   I have the same issue with the left hinge,
2227,2022-11-05 23:12:28,2022-11-21 16:33:22,3533582,DaveParker,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/3533582,0,2227,7317345,2019-11-24 20:12:00,https://h30434.www3.hp.com/t5/Notebook-Wireless-and-Networking/Spectre-wifi-bug-repro-steps/m-p/7317345?search-action-id=582347335996&search-result-uid=7317345,"My new Spectre 13t-aw100 CTO (custom build with OLED screen) has slow wifi: my other devices get 10Mbs on my home network, but the Spectre gets only 1Mbs.     I think the issue may be related to...","[""Microsoft Windows 10 (64-bit)"", ""Spectre X360 13t-aw100 CTO""]","My new Spectre 13t-aw100 CTO (custom build with OLED screen) has slow wifi: my other devices get 10Mbs on my home network, but the Spectre gets only 1Mbs.     I think the issue may be related to...","[{""username"": ""holsen"", ""hp_user_id"": ""3096415"", ""post_datetime"": ""2020-10-21""}]"
607,2022-11-05 23:09:01,2022-11-21 16:31:07,3881991,DaveSpitz,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/3881991,0,607,7957693,2021-01-31 11:47:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Broken-hinges/m-p/7957693?search-action-id=582346581708&search-result-uid=7957693,"Hi, in recent days I've found the laptop getting tougher to open and then yesterday, the plastic where the hinge screws go into have all broken away so now there's nothing to screw in to. I o...","[""Broken hinges"", ""HP Envy notebook 17-ae051sa"", ""Microsoft Windows 10 (64-bit)""]","Hi, in recent days I've found the laptop getting tougher to open and then yesterday, the plastic where the hinge screws go into have all broken away so now there's nothing to screw in to. I o...","[{""username"": ""douglasmack"", ""hp_user_id"": ""4758412"", ""post_datetime"": ""2022-02-02""}]"
670,2022-11-05 23:09:07,2022-11-21 16:31:11,4883683,david030598,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/4883683,0,670,8325269,2022-03-09 15:57:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Broken-HP-Envy-x360-Hinge/m-p/8325269?search-action-id=582346625390&search-result-uid=8325269,"I opened my HP Envy x360 and the right hinge just broke completely out of the screen. The screen now has lines going across it and flickers. My warrantee ended a month ago, but the build quality of t...","[""HP ENVY x360 Convertible Laptop PC 13-bd0000 (172M7AV)"", ""Microsoft Windows 10 (64-bit)""]","I opened my HP Envy x360 and the right hinge just broke completely out of the screen. The screen now has lines going across it and flickers. My warrantee ended a month ago, but the build quality of t...",
950,2022-11-05 23:09:40,2022-11-21 16:31:36,3727262,david8330,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/3727262,0,950,7612253,2020-05-18 19:43:00,https://h30434.www3.hp.com/t5/Notebook-Video-Display-and-Touch/Notebook-Hinge-broken/m-p/7612253?search-action-id=582346695411&search-result-uid=7612253,My notebook left rear hinge is broken. When you open the screen the whole case comes apart. This notebook is not that old. How do I have this fixed? Its a real problem. Thank you.,"[""HP Laptop 14-ck0xxx""]",My notebook left rear hinge is broken. When you open the screen the whole case comes apart. This notebook is not that old. How do I have this fixed? Its a real problem. Thank you.,"[{""username"": ""Beebster"", ""hp_user_id"": ""4359285"", ""post_datetime"": ""2021-09-17""}]"
1957,2022-11-05 23:11:54,2022-11-21 16:33:00,3278938,davidkn,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/3278938,0,1957,6953998,2018-12-29 19:32:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/HP-Envy-Hinge-Issues/m-p/6953998?search-action-id=582347205371&search-result-uid=6953998,"Our HP Envy laptop which has rarely been moved and we have rarely closed the lid, has the same broken hinge issues that have been reported thousands of times on the internet and in this same forum.&n...","[""HP Envy"", ""Microsoft Windows 8 (64-bit)""]","Our HP Envy laptop which has rarely been moved and we have rarely closed the lid, has the same broken hinge issues that have been reported thousands of times on the internet and in this same forum.&n...",
2132,2022-11-05 23:12:15,2022-11-21 16:33:16,2953828,DavidNick,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/2953828,0,2132,6154585,2017-06-01 17:16:00,https://h30434.www3.hp.com/t5/Notebook-Video-Display-and-Touch/Touchscreen-not-working-after-disassembly-and-reassembly/m-p/6154585?search-action-id=582347283362&search-result-uid=6154585,I have a HP ENVY  Product: E1P14AV Model: 17t-j100.  The left hinge was broken and the fan locked up so I took it apart and found dozens of little pieces of plastic and loose gromets i...,"[""HP ENVY TouchSmart Notebook"", ""Microsoft Windows 10 (64-bit)""]",I have a HP ENVY  Product: E1P14AV Model: 17t-j100.  The left hinge was broken and the fan locked up so I took it apart and found dozens of little pieces of plastic and loose gromets i...,
982,2022-11-05 23:09:46,2022-11-21 16:31:36,4042208,Davidpope,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/4042208,0,982,7974447,2021-02-13 06:27:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Broken-hinge-on-laptop/m-p/7974447?search-action-id=582346740194&search-result-uid=7974447,Like a number of other posts I have a broken hinge on our Notebook 14-cm011na - these seems fundamentally poorly designed. This is causing the case to lift at the back right by the power button and i...,"[""HP Notebook 14-cm0011na"", ""Microsoft Windows 10 (64-bit)""]",Like a number of other posts I have a broken hinge on our Notebook 14-cm011na - these seems fundamentally poorly designed. This is causing the case to lift at the back right by the power button and i...,"[{""username"": ""SuzySue1"", ""hp_user_id"": ""4059078"", ""post_datetime"": ""2021-02-24""}, {""username"": ""Gez7"", ""hp_user_id"": ""4333144"", ""post_datetime"": ""2021-09-05""}]"
79834,2022-12-31 19:14:29,2022-12-31 19:14:29,5919576,davidscott80,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/5919576,0,80457,8576810,2022-12-28 12:23:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Broken-Hinge-less-than-a-year-old/m-p/8576810?search-action-id=592440719334&search-result-uid=8576810,My computer is less than a year old and the left corner is messed up. This is ridiculous,"[""HP laptop""]",My computer is less than a year old and the left corner is messed up. This is ridiculous,
964,2022-11-05 23:09:45,2022-11-21 16:31:35,4124063,Dawsty,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/4124063,0,964,8091265,2021-06-18 10:42:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Re-Broken-hinge-on-X360-laptop/m-p/8091265?search-action-id=582346740194&search-result-uid=8091265,I have contacted HP about a broken hinge on a 7 mo. old laptop. I have had 4 people from HP contact me to say they want to help me. I send them the info they ask for and then never hear back from t...,null,I have contacted HP about a broken hinge on a 7 mo. old laptop. I have had 4 people from HP contact me to say they want to help me. I send them the info they ask for and then never hear back from t...,
964,2022-11-07 02:29:56,2022-11-07 10:57:17,4124063,Dawsty,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/4124063,0,8567,8075084,2021-05-28 10:57:00,,,null,"

Broken hinge on 7mo. old  X360 14"" 2 in 1 laptop. Spent over an hour on phone with customer no service. Sent pictures of broken hinge which in turn cracked screen.  Was told they evaluated pictures and said was caused by physical damaged. Not covered by workmanship warranty. It was never dropped, hit, bumped abused in any way. After reading several posts. Well over a hundred. I came to the conclusion this is an inherent problem with this model. HP wants $410.66 to fix what is a defect. Unacceptable. Anyone have this problem fixed through warranty?Received a message from HP they would help me out. Needed to send them serial number and case number. 4 weeks ago and since have heard nothing from them? I keep sending them messages but no answers. Any suggestions?

",
964,2022-11-06 11:04:25,2022-11-21 16:31:23,4124063,Dawsty,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/4124063,0,4844,8038973,2021-04-15 14:59:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Broken-hinge-on-X360-laptop/m-p/8038973?search-action-id=582483103617&search-result-uid=8038973,"Broken hinge on 7mo. old  X360 14"" 2 in 1 laptop. Spent over an hour on phone with customer no service. Sent pictures of broken hinge which in turn cracked screen.  Was told they e...","[""HP Pavilion X360 14\"" 2 in 1 laptop"", ""Microsoft Windows 10 (64-bit)""]","Broken hinge on 7mo. old  X360 14"" 2 in 1 laptop. Spent over an hour on phone with customer no service. Sent pictures of broken hinge which in turn cracked screen.  Was told they e...",
1193,2022-11-05 23:10:13,2022-11-21 16:31:57,3526424,DBecker1,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/3526424,0,1193,7303093,2019-11-12 08:45:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Laptop-has-broken-hinges/m-p/7303093?search-action-id=582346810002&search-result-uid=7303093,"Our personal computer's hinges have come loose.  When we called local repair, they said it was a known problem with HP.  Have there been any recalls or offers from HP to assist/replace s...","[""HP Laptop 15-bs015dx""]","Our personal computer's hinges have come loose.  When we called local repair, they said it was a known problem with HP.  Have there been any recalls or offers from HP to assist/replace s...",
7944,2022-11-07 01:56:01,2022-12-10 18:31:29,2797125,dbrownr50,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/2797125,0,7594,5736044,2016-08-22 23:30:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Broken-Hinge/m-p/5736044?search-action-id=577750562883&search-result-uid=5736044,"I bought my notebook exactly 2 years ago. The right hinge has been broken for several months because I cannot afford to fix it. I have never moved this notebook, let alone dropped it.  What a...","[""envy 6"", ""Microsoft Windows 10 (64-bit)""]","I bought my notebook exactly 2 years ago. The right hinge has been broken for several months because I cannot afford to fix it. I have never moved this notebook, let alone dropped it.  What a...","[{""username"": ""Sameer515"", ""hp_user_id"": ""3292891"", ""post_datetime"": ""2019-01-14""}, {""username"": ""Rich_mcc83"", ""hp_user_id"": ""3350054"", ""post_datetime"": ""2019-03-23""}]"
63044,2022-12-04 13:47:28,2022-12-04 13:47:28,5789472,dcope,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/5789472,0,63667,8554616,2022-12-02 12:10:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Right-Hinge-on-HP-Envy-x360-is-broken/m-p/8554616?search-action-id=587854339050&search-result-uid=8554616,"I have had a HP Envy x360 since October 2020, in the last few months the right hinge has become separated from the rest of the device and is causing the bottom of the laptop to split also.  I can s...","[""HP ENVY x360 Laptop - 13-ay0504sa""]","I have had a HP Envy x360 since October 2020, in the last few months the right hinge has become separated from the rest of the device and is causing the bottom of the laptop to split also.  I can s...",
7945,2022-11-07 02:29:56,2022-11-07 10:57:17,2737125,DDalton699,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/2737125,0,8571,6136026,2017-05-22 18:17:00,,,null,"

The left hinge on my laptop is broken and the right is about to go. Do you sell the back covers or could you replace it for me?

",
252,2022-11-05 23:08:13,2022-11-21 16:30:58,5382954,DDD360Problem,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/5382954,0,252,8452386,2022-08-09 19:23:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/HP-Envy-360-Broken-Hinge/m-p/8452386?search-action-id=582346427186&search-result-uid=8452386,"After owning the HP Envy 360 for a year and 1/2, the hinge crumbled when I opened the computer. The computer has only had light use. I can see many others have the same issue, and it happens right a...","[""HP ENVY x360 Laptop - 15m-ee0023dx""]","After owning the HP Envy 360 for a year and 1/2, the hinge crumbled when I opened the computer. The computer has only had light use. I can see many others have the same issue, and it happens right a...",
1884,2022-11-05 23:11:43,2022-11-21 16:32:55,3323806,ddonhauser,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/3323806,0,1884,7022373,2019-02-18 15:33:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Broken-hinge-on-HP-17-3-purchased-6-months-ago-was-told-by/m-p/7022373?search-action-id=582347133138&search-result-uid=7022373,"Broken hinge on HP 17.3 purchased 6 months ago. Never dropped, just sits on dining table ..This am opened it a screw shot out of back left and casing came apart..Called HSN, they said to call W...","[""HP Model 17-by0003ds"", ""Microsoft Windows 10 (64-bit)""]","Broken hinge on HP 17.3 purchased 6 months ago. Never dropped, just sits on dining table ..This am opened it a screw shot out of back left and casing came apart..Called HSN, they said to call W...","[{""username"": ""Narendra_Chukka"", ""hp_user_id"": ""3324065"", ""post_datetime"": ""2019-02-18""}, {""username"": ""Carolmur"", ""hp_user_id"": ""3331268"", ""post_datetime"": ""2019-02-27""}]"
