hp_post_id,post_datetime,username,post_url,post_tags,post_summary
7717755,2020-08-04 12:53:00+02:00,crollinsphoto1,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Broken-hinges/m-p/7717755?search-action-id=576440930228&search-result-uid=7717755,"['HP 17bs049dx', 'Microsoft Windows 10 (64-bit)']",My hinges and top plastic have broken and I cannot find any replacements here in the US. Where can I get replacements so a repairman I know can get them here in the US? He ordered some but they c...
7717708,2020-08-04 12:22:00+02:00,csank,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/2018-HP-Flagship-Hinge-Broken/m-p/7717708?search-action-id=576440930228&search-result-uid=7717708,"['2018 Flagship 15.6"" Laptop', 'Microsoft Windows 10 (64-bit)']","The left hinge broken. The metal support for the screen is bent, and I don't see a way to reattach the hinge. The laptop cannot be closed without damaging the screen."
7716551,2020-08-03 15:46:00+02:00,muhasif,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Laptop-Body-Broken/m-p/7716551?search-action-id=576440930228&search-result-uid=7716551,"['Body repair', 'HP Pavilion 15', 'Microsoft Windows 10 (64-bit)']",My laptop and laptop casing got damage. Both hinge are broken. My laptop is working but i cant use it.how do i fix it..or whom may i need to contact to get it fix?
7716230,2020-08-03 12:47:00+02:00,uRokieVetran,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Bezel-Warping-and-Deforming-with-no-physical-abuse-What-do/m-p/7716230?search-action-id=576440930228&search-result-uid=7716230,['Pavillion Gaming cx0200tx'],I will start off by saying I take very good care of the device and I did not put physical stress such as dropping or mishandling it.     The front bezel warped when I left it running overnight&n...
7715611,2020-08-03 04:03:00+02:00,MattNQ,https://h30434.www3.hp.com/t5/Notebook-Video-Display-and-Touch/Broken-hinge-on-my-HP-laptop-Private-information-removed/m-p/7715611?search-action-id=576440930228&search-result-uid=7715611,"['3168NGW', 'Microsoft Windows 10 (64-bit)']",My left hand side hinge has let go for no reason just wondering if this has a recall as it seems to be a very poor design.
7715159,2020-08-02 15:41:00+02:00,JulioCC,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Hinges-are-the-cause-of-the-damage-the-external-structure-of/m-p/7715159?search-action-id=576440930228&search-result-uid=7715159,"['14-cm0015la', 'Microsoft Windows 10 (64-bit)']","...se, the computer of my son start with a problem, that we didn't know the cause of it. The problem was that the external structure of the computer beside the hinges had broken, and the screen star to w..."
7714967,2020-08-02 11:58:00+02:00,Madhav01,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/HP-Pavilion-Gaming-Laptop-15-cx0xxx-laptop-hinge-screen/m-p/7714967?search-action-id=576440930228&search-result-uid=7714967,"['HP Pavilion Gaming Laptop 15-cx0xxx', 'Microsoft Windows 10 (64-bit)']","...ave noticed difficulty opening and closing the laptop and after searching carefully, i found out that the hinge is broken and some portion of the hinge looks exposed and some portions of the screen case l..."
7714570,2020-08-02 07:07:00+02:00,ekragas,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/HP-Laptop-17-bs0xx-right-screen-hinge-broken-after-normal/m-p/7714570?search-action-id=576440930228&search-result-uid=7714570,['HP Laptop 17 bs0xx'],HP Laptop 17 bs0xx right screen hinge broken after normal use. Need replacement part? Service?
7714251,2020-08-01 22:35:00+02:00,nanette313,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Re-Envy-360-Broken-Hinge-Problem-Solved/m-p/7714251?search-action-id=576440930228&search-result-uid=7714251,[],"I have the same problem, and the longer I wait for any assistance, the more problems occur - now the right hinge is also dropping. The screen came out but I pushed it back in.  I was hoping there w..."
7712772,2020-07-31 17:42:00+02:00,inobea,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/The-Hinge-on-my-HP-Touch-17-inch-laptop-is-completely-broken/m-p/7712772?search-action-id=576440930228&search-result-uid=7712772,['Microsoft Windows 10 (32-bit)'],...years old) but should in no way be in the state it is in with minimal handling.  The laptop will not turn on now as I suspect the broken hinge as cause damage to the power cable inside. Please a...
7712705,2020-07-31 16:28:00+02:00,Jay1979,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/HP-x360-Envy-Left-hinge-broken/m-p/7712705?search-action-id=576440930228&search-result-uid=7712705,['Hp x360 Envy'],Left hinge/latch has broken in my HP x360 envy laptop. the same problem that is faced by many others and must be HP design flaw. Please let me know how to fix this issue? what are the best options?&n...
7707312,2020-07-28 08:52:00+02:00,wpease,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/case-cracked-broken-around-both-hinges-on-17-inch-HP-under/m-p/7707312?search-action-id=576440930228&search-result-uid=7707312,"['B', 'HP Laptop 17-by1xxx', 'Microsoft Windows 10 (64-bit)', 'break in case round hinge']","...bsp; and in the course of just opening and closing the lid, as is customary on any laptop, over the last few months, the case cracked and broke around each hinge; we see other HP products have also h..."
7707295,2020-07-28 08:40:00+02:00,sakall,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/My-laptop-hinge-is-broken-and-I-don-t-know-how-much-it-s/m-p/7707295?search-action-id=576440930228&search-result-uid=7707295,['HP Gaming Pavilion 15'],"My laptop model HP Gaming Pavilion 15 hinges broken. I would like to know how much it would cost to fix it and I don’t really have much money right now. I bought it since 3rd October, 2018. The w..."
7707264,2020-07-28 08:12:00+02:00,Mudrika,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/One-side-hinge-is-broken-and-screen-flickers-from-the-first/m-p/7707264?search-action-id=576440930228&search-result-uid=7707264,"['Microsoft Windows 10 (64-bit)', 'hardware repair', 'hinges']","My laptop's hinges are broken and the screen is flickered from the 1st day of purchasing. Now, my warranty for the laptop is expired and I want to fix the hinges of my laptop. The store manager f..."
7706899,2020-07-28 01:38:00+02:00,ChrisKemp01,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Laptop-Repair/m-p/7706899?search-action-id=576440930228&search-result-uid=7706899,[],I have a warranty issue with an HP Laptop. The hinge is broken. The local dealer has provided a telephone number which is out of service when called (+36 777 7545). My Serial Number is KV190012&n...
7706268,2020-07-27 14:56:00+02:00,SavannahTka,https://h30434.www3.hp.com/t5/Notebook-Video-Display-and-Touch/Computer-Screen-Popped-Out/m-p/7706268?search-action-id=576440930228&search-result-uid=7706268,"['Example: Pavilion x360', 'HP Pavilion x360 Screen', 'Microsoft Windows 10 (32-bit)']",I have an HP Pavilion x360. The computer screen has popped out in the right hand corner and the right hinge is broken as well. The computer is amazing and I do want the problem fixed. Has this h...
7705541,2020-07-27 07:12:00+02:00,King221,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/HP-Notebook-15-bsXXXX-series-Hinge-Broken/m-p/7705541?search-action-id=576440930228&search-result-uid=7705541,"['Microsoft Windows 10 (32-bit)', 'Notebook 15-bsXXXX']","When opening my laptop yesterday the left hinge cracked and the lid has separated. I snapped the plastic covering for the screen back on, but I can't close the laptop, meaning I can't safely take i..."
7704657,2020-07-26 13:27:00+02:00,Laura200,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Anyone-else-hinge-broke-on-a-360-Laptop/m-p/7704657?search-action-id=576440930228&search-result-uid=7704657,"['360', 'HPEnvy', 'Hinge screen broken', 'hinge']",Was just wondering how many out there have had the hinge broke on their 360 and its now cracking the screen. Ours started to break when the laptop was two years old and we didn't even use the 360 f...
7704309,2020-07-26 09:50:00+02:00,ZubairZee,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Body-broken/m-p/7704309?search-action-id=576440930228&search-result-uid=7704309,"['Microsoft Windows 10 (64-bit)', 'PAVILION AU003TX']",I have hp pavilion au003tx laptop its body is broken near to the hinge. How can I order its body (C&D panel) order online
7703991,2020-07-26 05:17:00+02:00,nkhan7,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/HP-ENVY-x360-broken-left-hinge/m-p/7703991?search-action-id=576440930228&search-result-uid=7703991,"['HP Envy x360', 'Microsoft Windows 10 (64-bit)']","...ame broken hinges, no explanations by HP representatives, and the sudden lack of response from HP, this has been one very exhausting situation. I would really just like to send in my sister's laptop to g..."
7703645,2020-07-25 21:30:00+02:00,Silskis,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Broken-Hinge/m-p/7703645?search-action-id=576440930228&search-result-uid=7703645,"['2ZL35AV', 'Microsoft Windows 10 (32-bit)', 'pavilion X360 convertible 14-cd0xxx']","The hinge on my daughter's Pavilion x360  Convertible 14-cd0xxx is broken and the screen is popping out of it's frame.  The hinge broke while the laptop was still under warranty, but with t..."
7703316,2020-07-25 14:58:00+02:00,tdhoobyar1,https://h30434.www3.hp.com/t5/Notebook-Video-Display-and-Touch/Case-has-broken-away-from-screen-at-joint-by-left-hinge/m-p/7703316?search-action-id=576440930228&search-result-uid=7703316,"['Envy Laptop 15.6""', 'Microsoft Windows 10 (64-bit)']","Hello,     I have had this HP Envy Laptop for a couple years and I love it! It's only used at home, has never been dropped, charges on a desk and has very little wear and tear.     When I w..."
7703109,2020-07-25 12:10:00+02:00,piyush72,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Broken-Hinge/m-p/7703109?search-action-id=576440930228&search-result-uid=7703109,"['Microsoft Windows 10 (64-bit)', 'e']",While closing my laptop the left hinge cracked and the display bezel has separated and cannot be closed which means I can't take it any place. My laptop went out of warranty.  A bit d...
7701743,2020-07-24 11:06:00+02:00,genie-beanie,https://h30434.www3.hp.com/t5/Printing-Errors-or-Lights-Stuck-Print-Jobs/Officejet-8620-scanner-lid-does-not-close-tight-on-right/m-p/7701743?search-action-id=576440994244&search-result-uid=7701743,"['Microsoft Windows 10 (64-bit)', 'officejet pro 8620']",Officejet 8620 scanner lid does not close tight on right-hand side; right-hand hinge is binding . There is a 1/2 inch gap below the cover on right side at rear.
7701601,2020-07-24 09:24:00+02:00,ZubairZee,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Body-broken/m-p/7701601?search-action-id=576440994244&search-result-uid=7701601,"['Microsoft Windows 10 (64-bit)', 'PAVILION AU003TX']",Hello..actually I have hp pavilion au003tx laptop. Its body is broken near to hinge so now I want to replace its body.. I visited all the local market near to me but its not available in here in p...
7700500,2020-07-23 14:26:00+02:00,Macgyver10,https://h30434.www3.hp.com/t5/Gaming-Desktops/I-m-confused-on-how-to-discuss-an-issue-with-an-actual/m-p/7700500?search-action-id=576440994244&search-result-uid=7700500,"['HP Gaming Pavilion - 15-cx0056wm', 'Microsoft Windows 10 (64-bit)']","Ok, so about a month ago I made a post in HP support about my computer having a broken hinge. A member of the HP support team reached out to me and said I had a few options for going about this. O..."
7698993,2020-07-22 15:49:00+02:00,jmaieroni,https://h30434.www3.hp.com/t5/Gaming-Notebooks/HP-Pavilion-Gaming-Hinge-Broken/m-p/7698993?search-action-id=576440994244&search-result-uid=7698993,"['Microsoft Windows 10 (64-bit)', 'Pavillion Gaming 15-cx0xxx']",My laptop is less than 9 months old.  The hinges have become disconnected from the screen. It appears that the screws no longer stay in their little holes in the plastic and they've all fallen out c...
7698938,2020-07-22 15:07:00+02:00,anhclouser,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Cheap-plastic-broken-hinge/m-p/7698938?search-action-id=576440994244&search-result-uid=7698938,"['Microsoft Windows XP', 'envy']",...ver 4 years and let my young children (4 & 7) use it for watching videos and playing games (read: it's treated relatively roughly!)  and while they often turn it 360 the hinge is still p...
7698752,2020-07-22 13:19:00+02:00,ev18,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/HP-Envy-17m-ae111dx-Hinge-Broken-System-Fan-90B-Issues/m-p/7698752?search-action-id=576440994244&search-result-uid=7698752,"['Envy 17', 'HP Envy', 'Microsoft Windows 10 (64-bit)', 'System Fan 90B', 'broken hinge']",...360-Broken-Hinge/td-p/6793400  https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/HP-Envy-17T-laptop-hinge-design-defect-17M-AE111DX/td-p/6922337  https://h30434.www3.hp.com/t5/N...
7698694,2020-07-22 13:01:00+02:00,Nancy_A,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Hinge-broken-from-laptop-cover/m-p/7698694?search-action-id=576440994244&search-result-uid=7698694,"['HP Notebook 17-bs077cl', 'Microsoft Windows 10 (64-bit)', 'product number 1KV32UA']",My HP notebook is just over 2 years old and is now out of warranty. The hinge on the right side has broken away from the laptop cover/screen. The plastic housing in the cover that holds the s...
7698297,2020-07-22 09:19:00+02:00,EH0810,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Broken-HP-Envy-Hinge/m-p/7698297?search-action-id=576440994244&search-result-uid=7698297,"['HP ENVY Notebook 13-ab0XX', 'Microsoft Windows 10 (64-bit)']","My HP is about 3 years old and the hinge has recently broken. I took it to our local PC repair store and they said that this was something they couldn’t replace themselves, and they recommended t..."
7698244,2020-07-22 08:47:00+02:00,Scottster11,https://h30434.www3.hp.com/t5/Gaming-Notebooks/Hp-Pavillion-gaming-laptop-hinge-broken/m-p/7698244?search-action-id=576440994244&search-result-uid=7698244,['Microsoft Windows 10 (64-bit)'],...30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Hinge-broken/m-p/7522794  https://h30434.www3.hp.com/t5/Gaming-Notebooks/HP-Gaming-Pavilion-hinge-breaking-after-1-5-years/m-p/7567708  h...
7698008,2020-07-22 06:04:00+02:00,nanette313,https://h30434.www3.hp.com/t5/Notebook-Video-Display-and-Touch/I-can-t-send-a-message-my-left-hinge-is-broken-and-ruining/m-p/7698008?search-action-id=576440994244&search-result-uid=7698008,"['Envy convertible 360', 'Microsoft Windows 10 (64-bit)']",...am stuck in Quebec Canada and I can not find any help     The left hinge and popping out / blacking out screen is a problem others have had. That is the help I was looking for when suddenly the B...
7697936,2020-07-22 04:41:00+02:00,macho760,https://h30434.www3.hp.com/t5/Notebook-Video-Display-and-Touch/HP-Pavilion-Gaming-15-Hinge-broken-Is-it-covered-by-warranty/m-p/7697936?search-action-id=576440994244&search-result-uid=7697936,"['Microsoft Windows 10 (64-bit)', 'Pavilion Gaming 15']","...or over a year now. However for the last month, I have noticed difficulty opening and closing the laptop and after searching carefully found out that the hinge is broken and some portion of the hinge l..."
7697042,2020-07-21 12:59:00+02:00,TheKarateKid44,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Broken-hinges-and-falling-apart-screen/m-p/7697042?search-action-id=576440994244&search-result-uid=7697042,"['Gaming Pavilion', 'HP', 'HP Gaming Pavilion 15', 'Microsoft Windows 10 (32-bit)', 'broken hinge']","My laptop's left hinge one day just started crackling when I went to close my laptop.  I don't know how this could have happened because I take extremely good care of my laptop, so it is a..."
7696937,2020-07-21 11:59:00+02:00,Manjukichhupal,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Laptop-envy-13-ad010nr-hinge-base-broken/m-p/7696937?search-action-id=576440994244&search-result-uid=7696937,"['Hp envy 13 ad010nr hinge', 'LAPTOP', 'Microsoft Windows 10 (32-bit)', 'broken', 'envy', 'henge', 'parts']",I'm using hp envy 13 ad010nr laptop.... Im currently in India and my laptop hinge screw base is broken.... I'm not getting parts anywhere. And when I checked online related to this... This #HINGE p...
7696475,2020-07-21 07:16:00+02:00,KK20201,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Loud-crack-while-opening-laptop-now-laptop-won-t-open-close/m-p/7696475?search-action-id=576440994244&search-result-uid=7696475,['HP Gaming Pavilion - 15-cx0056wm'],"...ike a hinge (and other internal parts) are revealed. When closing the laptop again, it no longer lines up. It does not close properly, Now each time when it is opened, there is a crack. The shell is broken..."
7694760,2020-07-20 06:28:00+02:00,harsha6,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Laptop-s-hinge-screw-place-broken-what-do-i-do/m-p/7694760?search-action-id=576440994244&search-result-uid=7694760,"['HP Pavilion - 15-cc134tx', 'Microsoft Windows 10 (64-bit)']",i am unable to put the screw! it goes round and round without getting fixed!   Please tell me what do i do now..   P.S its near screen hinges.
7694140,2020-07-19 16:03:00+02:00,Nealo007,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/HP-Pavilion-x360-14-cd0053tx-screen-came-out-of-frame-due-to/m-p/7694140?search-action-id=576440994244&search-result-uid=7694140,"['HP Pavilion x360 - 14-cd0053tx', 'Microsoft Windows 10 (64-bit)', 'Screen damage', 'hardaware', 'hinge broken']","Hi Team,     Recently the screen of my  HP Pavilion x360 - 14-cd0053tx was coming out of its metal frame. Yesterday it came out a lot due to which the right hinge has broken. This also c..."
7693794,2020-07-19 11:24:00+02:00,DinesB,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Hp-envyx360-left-hinge-broken-issue/m-p/7693794?search-action-id=576440994244&search-result-uid=7693794,"['HP ENVYx360', 'HPENVYX360', 'Microsoft Windows 10 (64-bit)']",...o form a gap between the dispaly screen and the backpanel steel case. When I try to close or open it the gap seems to be increasing eventually and It was visible that hinge has been broken. it was s...
7693711,2020-07-19 10:33:00+02:00,cs_vasan,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Hp-notebook-Laptop-Hinge-broken/m-p/7693711?search-action-id=576440994244&search-result-uid=7693711,"['HP NOTEBOOK - 15-AC  (ENERGY STAR)', 'Microsoft Windows 10 (64-bit)']","HI,     My HP Notebook - 15-ac laptop right side hinge is broken and it eventually led to breaking of the bezel and the plastic piece attached to the lid. Right side lid and bezel is separated a..."
7693355,2020-07-19 04:43:00+02:00,ParijatGautam,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Broken-Hinge/m-p/7693355?search-action-id=576440994244&search-result-uid=7693355,"['HP Notebook 15-bs661tu', 'Microsoft Windows 10 (64-bit)', 'broken hinge']",I am assuming my laptop hinge is broken since I cannot open the lid of the laptop. Each time I'm trying to open the lid the right panel keeps coming off and the lid is stuck. How can I fix this?
7692914,2020-07-18 16:04:00+02:00,Macgyver10,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Broken-Hinge/m-p/7692914?search-action-id=576440994244&search-result-uid=7692914,"['HP Pavilion Gaming Laptop 15-cx0xxx', 'Microsoft Windows 10 (64-bit)']","...ecause the hinge is broken. I have traveled with this computer but put it in a protective case when doing so. Other than that it has just sat on a desk, never dropped or damaged in anyway.     I've s..."
7692847,2020-07-18 15:08:00+02:00,Hotpoint57,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Displaced-Hinge-Fractured-Screen-HPEnvy/m-p/7692847?search-action-id=576440994244&search-result-uid=7692847,['HP ENVY x 360 convertible'],"Hello HP Community,     I opened up my HP Envy 360 Convertible this morning and the left hinge displaced and detached causing the screen to crack and fracture, left bottom towards the center.&n..."
7692751,2020-07-18 13:56:00+02:00,Marie222,https://h30434.www3.hp.com/t5/Notebook-Video-Display-and-Touch/HP-Envy-left-hinge-broken/m-p/7692751?search-action-id=576440994244&search-result-uid=7692751,"['ENVY 17 in  2YY27AV', 'Microsoft Windows 10 (64-bit)']",My HP Envy 17 in laptop now has the classic broken left hinge and the screen is separating from the case.  It is less than 2 years old but out of the 1 yr warranty.  I do not see a way to c...
7692500,2020-07-18 10:30:00+02:00,bsaurabh77,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/My-touchpad-is-broken-at-the-hinge/m-p/7692500?search-action-id=576440994244&search-result-uid=7692500,['Example: Pavilion Notebook'],"I am unable to get the touchpad for my HP pavillion , Is it available online ?"
7692121,2020-07-18 05:22:00+02:00,jcaroline22,https://h30434.www3.hp.com/t5/Notebook-Video-Display-and-Touch/broken-hinge-corner-of-laptop-container/m-p/7692121?search-action-id=576440994244&search-result-uid=7692121,"['HP Notebook - 17', 'HP Notebook - 17-by0040nr', 'Microsoft Windows 10 (64-bit)']","Hello, my HP Notebook 17 has cracked in both corners/hinges.  This is my second HP laptop to do this.  I thought my kids broke my last one but now see these just break very easily.  I..."
7691744,2020-07-17 19:02:00+02:00,CPRATER714,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Can-I-get-a-new-case/m-p/7691744?search-action-id=576440994244&search-result-uid=7691744,['HP Pavilion - 15-au123cl'],HP Pavilion - 15-au123cl the right hinge has broken the top where the power button is located.
7691500,2020-07-17 16:13:00+02:00,imakemagic,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/HP-Envy-M6-Eithernet-Port-latch-broken/m-p/7691500?search-action-id=576440994244&search-result-uid=7691500,"['Eithernet', 'HP Envy m6-n113dx', 'Microsoft Windows 10 (64-bit)', 'envy', 'm6', 'parts']",The Ethernet port clip on my laptop broke. I'm pretty sure I need to replace the plastic piece and the hinge itself. Does anyone know a part # or where I could purchase a replacement?
7690957,2020-07-17 10:36:00+02:00,Being_pranav,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/My-laptop-s-right-side-hinge-is-broken/m-p/7690957?search-action-id=576440994244&search-result-uid=7690957,"['Microsoft Windows 8.1 (64-bit)', 'Pavillion g5']",My right side hinge is broken but the body is all ok. For repairing do I need to change whole body or only hinge can be repaired?
7690942,2020-07-17 10:25:00+02:00,osu1966,https://h30434.www3.hp.com/t5/Notebook-Video-Display-and-Touch/Replacement-screen-for-hp-13t-envy-computer/m-p/7690942?search-action-id=576440994244&search-result-uid=7690942,"['2ZS45AV', 'Microsoft Windows 10 (64-bit)']","The hinge failed on my 13"" hp envy laptop computer and I have been trying to find either a replacement or something that  would work as a display.  It appears that you must deal with China in g..."
7689440,2020-07-16 10:41:00+02:00,scarletterose,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Fixing-hardware-bottom-left-screen-popped-open/m-p/7689440?search-action-id=576440994244&search-result-uid=7689440,"['HP Pavilion x360 Convertible 15-cr0xxx', 'Microsoft Windows 10 (32-bit)']","Hi HP community, the bottom left screen/monitor of my HP pavilion laptop popped open, probably because one of the tiny pieces near the hinge was broken. I don't know how else to describe the p..."
7688678,2020-07-16 01:51:00+02:00,Adrianna_293,https://h30434.www3.hp.com/t5/Notebook-Video-Display-and-Touch/Left-hinge-broken/m-p/7688678?search-action-id=576440994244&search-result-uid=7688678,"['HP Envy', 'Microsoft Windows 10 (64-bit)']",I’ve seen this is a common issue where on my HP Envy 17” that the hinge on the left side is separating from the screen. How can I go about getting this fixed especially when I have only had this l...
7687933,2020-07-15 13:32:00+02:00,Shebasue,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Broken-Hinge-on-17-inch-HP-laptop/m-p/7687933?search-action-id=576440994244&search-result-uid=7687933,['Microsoft Windows 10 (64-bit)'],Hello. I am curious as to how many people have had broken hinges on a 17 inch laptop  Mine is a 2 year old HP and I just can't believe that it just came apart with normal use Actually I was p...
7687637,2020-07-15 10:38:00+02:00,Snehal11,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/I-need-dm4-1222tx-model-hinges/m-p/7687637?search-action-id=576440994244&search-result-uid=7687637,"['Hp pavillion dm4 1222tx', 'Microsoft Windows 10 (64-bit)']",I have hp pavillion dm4 1222tx 14 inch laptop.  The hinge is broken. I want hinge for this but not getting.  What to do.   I love my laptop.
7687442,2020-07-15 08:39:00+02:00,phillipsd81,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Screen-popped-off-hinge-broken/m-p/7687442?search-action-id=576440994244&search-result-uid=7687442,"['HP Pav x360 Convert 14m-cd0006dx', 'Microsoft Windows 10 (64-bit)']",...anufacturer defect. The hinge should not be snapping or breaking especially since they are only 1.5 years old and it happened in the exact same spot to both computers. I'm very frustrated with the p...
7686844,2020-07-14 21:53:00+02:00,MaddyC17,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Left-hinge-is-broken-and-the-screen-is-starting-to-come-off/m-p/7686844?search-action-id=576440994244&search-result-uid=7686844,"['HP ENVY x360 Convertible', 'Microsoft Windows 10 (64-bit)', 'envy x360', 'hinge broken']",2.5 years old and the left hinge has broken and caused the screen to crack. I have kept this laptop on my desk for the last few weeks and have never used it in tablet mode during this time. Upon o...
7686732,2020-07-14 19:02:00+02:00,Jrome421,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Broken-left-hinge/m-p/7686732?search-action-id=576440994244&search-result-uid=7686732,['HP Notebook 17-ca1003cy'],"Left hinge on a 7 month old HP laptop suddenly broke upon opening. Plastic bits flew everywhere. No prior signs of trouble. Under warranty, please advise."
7685716,2020-07-14 07:06:00+02:00,Laura200,https://h30434.www3.hp.com/t5/Notebook-Video-Display-and-Touch/HP-Envy-Left-Hinge-Broken/m-p/7685716?search-action-id=576440994244&search-result-uid=7685716,['HP Envy'],I am not sure how long we have had the laptop now but I am sure over the year warranty. Several months ago we noticed the left hinge was broken and slowly it cracked the screen which is gradually g...
7685666,2020-07-14 06:26:00+02:00,TS68,https://h30434.www3.hp.com/t5/Notebook-Video-Display-and-Touch/Broken-hinge/m-p/7685666?search-action-id=576440994244&search-result-uid=7685666,['HP Pavilion - 14-ce0595na'],My HP Pavilion - 14-ce0595na is only a year old.  At the start of lockdown the hinge started to loosen.  My warranty lasted until the 9th April 2020.  I am currently on hold to c...
7685557,2020-07-14 04:37:00+02:00,BA94,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/HP-Envy-x360-Broken-Hinge-Cracked-Screen/m-p/7685557?search-action-id=576440994244&search-result-uid=7685557,"['HP Envy x360 15-bq051na', 'Microsoft Windows 10 (64-bit)']","Hi, I bought my HP Envy 360 at the end of 2017. Similarly to lots of other people on this forum I have taken good care of the laptop however last week I opened it as usual and the left hinge broke c..."
7685113,2020-07-13 17:40:00+02:00,TuesdaysNoon,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Right-Hinge-is-Broken-and-Corner-is-Opening/m-p/7685113?search-action-id=576440994244&search-result-uid=7685113,"['Microsoft Windows 10 (64-bit)', 'Omen 17-W253DX']",So recently the right hinge on my Omen has become very loose and the corner on my screen has broken open. What do I do?
7684505,2020-07-13 08:41:00+02:00,kamalesh98,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Right-side-Hinge-is-broken/m-p/7684505?search-action-id=576440994244&search-result-uid=7684505,"['HP Notebook - 15-bs539tu', 'Microsoft Windows 10 (64-bit)']","I am using  HP Notebook - 15-bs539tu. Today evening I found that right side hinge is got broken, and it's hard to open a laptop and used it. How I can fix this issue? My laptop still has it's w..."
7684263,2020-07-13 05:32:00+02:00,FeaT,https://h30434.www3.hp.com/t5/Gaming-Notebooks/Broken-hinge-and-upper-cover/m-p/7684263?search-action-id=576440994244&search-result-uid=7684263,"['HP Omen 17-w150nw', 'Microsoft Windows 10 (64-bit)', 'Upper cover', 'hinge']","Hello, I have common problem with my laptop, my right hinge broken and it caused damage on my upper cover. I'm able to fix it on my own, but I can't find specific upper cover for my laptop. On the I..."
